날짜,공휴일,날씨,유료합계,어른,청소년,어린이,외국인,단체,무료합계,총계,연,월,일,요일
2018-01-04,X,흐림,165,134,9.0,22,14,1,506,671,2018,1,4,3
2018-01-05,X,구름 조금,189,146,12.0,31,8,0,569,758,2018,1,5,4
2018-01-06,O,맑음,968,836,32.0,100,25,0,967,1935,2018,1,6,5
2018-01-07,O,흐림,922,749,61.0,112,20,0,959,1881,2018,1,7,6
2018-01-08,X,흐림,193,150,13.0,30,13,0,441,634,2018,1,8,0
2018-01-09,X,구름 많음,115,94,6.0,15,13,0,408,523,2018,1,9,1
2018-01-10,X,구름 조금,70,56,7.0,7,6,0,312,382,2018,1,10,2
2018-01-11,X,맑음,43,34,8.0,1,0,0,269,312,2018,1,11,3
2018-01-12,X,맑음,52,45,5.0,2,15,0,176,228,2018,1,12,4
2018-01-13,O,맑음,350,297,18.0,35,3,0,665,1015,2018,1,13,5
2018-01-14,O,구름 많음,839,713,32.0,94,2,0,815,1654,2018,1,14,6
2018-01-15,X,구름 조금,225,172,31.0,22,14,0,420,645,2018,1,15,0
2018-01-16,X,비,150,115,15.0,20,8,0,549,699,2018,1,16,1
2018-01-17,X,구름 조금,196,156,23.0,17,15,0,435,631,2018,1,17,2
2018-01-18,X,구름 많음,989,311,440.0,238,1,776,514,1503,2018,1,18,3
2018-01-19,X,맑음,334,257,28.0,49,17,0,584,918,2018,1,19,4
2018-01-20,O,구름 조금,1138,941,72.0,125,3,30,945,2083,2018,1,20,5
2018-01-21,O,구름 많음,1234,1015,61.0,158,18,0,889,2123,2018,1,21,6
2018-01-22,X,눈,311,210,34.0,67,6,0,541,852,2018,1,22,0
2018-01-23,X,맑음,67,48,9.0,10,7,0,296,363,2018,1,23,1
2018-01-24,X,맑음,18,16,1.0,1,0,0,110,128,2018,1,24,2
2018-01-25,X,맑음,23,23,0.0,0,1,0,139,162,2018,1,25,3
2018-01-26,X,맑음,50,31,13.0,6,0,0,172,222,2018,1,26,4
2018-01-27,O,구름 조금,247,202,30.0,15,11,0,408,655,2018,1,27,5
2018-01-28,O,구름 조금,457,371,31.0,55,15,0,505,962,2018,1,28,6
2018-01-29,X,맑음,87,74,7.0,6,6,0,322,409,2018,1,29,0
2018-01-30,X,구름 많음,9203,92,9100.0,11,2,9097,457,9660,2018,1,30,1
2018-01-31,X,구름 많음,151,131,11.0,9,12,0,434,585,2018,1,31,2
2018-02-01,X,맑음,194,157,19.0,18,5,0,485,679,2018,2,1,3
2018-02-02,X,구름 많음,152,127,14.0,11,11,0,552,704,2018,2,2,4
2018-02-03,O,구름 조금,415,340,27.0,48,10,0,634,1049,2018,2,3,5
2018-02-04,O,맑음,281,238,15.0,28,1,1,509,790,2018,2,4,6
2018-02-05,X,맑음,66,59,5.0,2,14,0,282,348,2018,2,5,0
2018-02-06,X,구름 조금,60,55,2.0,3,13,0,309,369,2018,2,6,1
2018-02-07,X,구름 많음,78,58,14.0,6,4,0,340,418,2018,2,7,2
2018-02-08,X,맑음,177,131,25.0,21,2,1,547,724,2018,2,8,3
2018-02-09,X,,172,141,18.0,13,3,0,485,657,2018,2,9,4
2018-02-10,O,,907,756,40.0,111,17,0,954,1861,2018,2,10,5
2018-02-11,O,눈,544,446,29.0,69,6,4,615,1159,2018,2,11,6
2018-02-12,X,구름 많음,120,84,20.0,16,18,0,379,499,2018,2,12,0
2018-02-13,X,맑음,195,166,19.0,10,19,0,530,725,2018,2,13,1
2018-02-14,X,,354,279,43.0,32,19,0,456,810,2018,2,14,2
2018-02-15,O,구름 조금,1193,1023,37.0,133,64,0,572,1765,2018,2,15,3
2018-02-16,O,맑음,2331,2013,71.0,247,246,0,676,3007,2018,2,16,4
2018-02-17,O,맑음,2617,2229,101.0,287,71,0,973,3590,2018,2,17,5
2018-02-18,O,구름 많음,2111,1822,70.0,219,88,0,1259,3370,2018,2,18,6
2018-02-19,X,구름 많음,767,620,51.0,96,29,0,791,1558,2018,2,19,0
2018-02-20,X,구름 조금,561,420,60.0,81,6,0,682,1243,2018,2,20,1
2018-02-21,X,구름 조금,465,362,41.0,62,3,0,704,1169,2018,2,21,2
2018-02-22,X,구름 많음,562,424,58.0,80,17,0,786,1348,2018,2,22,3
2018-02-23,X,구름 조금,490,352,53.0,85,9,0,589,1079,2018,2,23,4
2018-02-24,O,구름 많음,2125,1810,65.0,250,33,36,1237,3362,2018,2,24,5
2018-02-25,O,맑음,4517,3856,123.0,538,34,0,1622,6139,2018,2,25,6
2018-02-26,X,구름 조금,1417,1081,97.0,239,17,0,835,2252,2018,2,26,0
2018-02-27,X,흐림,769,543,89.0,137,11,0,748,1517,2018,2,27,1
2018-02-28,X,비,168,123,8.0,37,6,0,458,626,2018,2,28,2
2018-03-01,O,맑음,2320,1948,112.0,260,24,75,970,3290,2018,3,1,3
2018-03-02,X,맑음,712,649,8.0,55,25,0,788,1500,2018,3,2,4
2018-03-03,O,구름 많음,10711,9307,224.0,1180,58,30,3829,14540,2018,3,3,5
2018-03-04,O,흐림,2268,1926,78.0,264,52,0,1351,3619,2018,3,4,6
2018-03-05,X,구름 조금,546,536,2.0,8,2,0,503,1049,2018,3,5,0
2018-03-06,X,구름 조금,739,722,5.0,12,27,0,1012,1751,2018,3,6,1
2018-03-07,X,구름 많음,583,564,4.0,15,20,0,851,1434,2018,3,7,2
2018-03-08,X,흐림,139,135,2.0,2,8,0,465,604,2018,3,8,3
2018-03-09,X,구름 조금,495,472,5.0,18,31,30,871,1366,2018,3,9,4
2018-03-10,O,구름 조금,7513,6454,137.0,922,79,0,3210,10723,2018,3,10,5
2018-03-11,O,구름 조금,11235,9619,231.0,1385,13,0,3277,14512,2018,3,11,6
2018-03-12,X,맑음,818,805,4.0,9,32,0,737,1555,2018,3,12,0
2018-03-13,X,구름 조금,889,845,5.0,39,39,34,930,1819,2018,3,13,1
2018-03-14,X,구름 조금,1872,1775,43.0,54,22,30,1160,3032,2018,3,14,2
2018-03-15,X,비,82,76,0.0,6,3,0,308,390,2018,3,15,3
2018-03-16,X,맑음,1118,1073,13.0,32,42,0,983,2101,2018,3,16,4
2018-03-17,O,구름 많음,17044,14635,256.0,2153,44,87,4667,21711,2018,3,17,5
2018-03-18,O,흐림,8256,6882,192.0,1182,67,0,3084,11340,2018,3,18,6
2018-03-19,X,구름 조금,295,282,1.0,12,9,0,490,785,2018,3,19,0
2018-03-20,X,구름 많음,377,346,9.0,22,30,0,851,1228,2018,3,20,1
2018-03-21,X,눈,1673,353,828.0,492,4,0,511,2184,2018,3,21,2
2018-03-22,X,맑음,603,580,13.0,10,44,41,956,1559,2018,3,22,3
2018-03-23,X,구름 조금,1002,901,49.0,52,18,68,920,1922,2018,3,23,4
2018-03-24,O,구름 조금,6364,5428,174.0,762,59,94,2054,8418,2018,3,24,5
2018-03-25,O,맑음,5576,4723,216.0,637,114,0,1758,7334,2018,3,25,6
2018-03-26,X,맑음,621,576,15.0,30,26,0,606,1227,2018,3,26,0
2018-03-27,X,구름 조금,560,497,21.0,42,26,0,737,1297,2018,3,27,1
2018-03-28,X,구름 조금,964,838,82.0,44,18,69,866,1830,2018,3,28,2
2018-03-29,X,구름 조금,725,671,18.0,36,41,69,863,1588,2018,3,29,3
2018-03-30,X,맑음,2395,1685,621.0,89,60,618,1275,3670,2018,3,30,4
2018-03-31,O,구름 조금,17894,15235,257.0,2402,101,298,6715,24609,2018,3,31,5
2018-04-01,O,흐림,10899,9247,197.0,1455,156,36,4222,15121,2018,4,1,6
2018-04-02,X,,1818,1697,13.0,108,12,30,967,2785,2018,4,2,0
2018-04-03,X,,2140,1861,103.0,176,67,271,1549,3689,2018,4,3,1
2018-04-04,X,,1585,1453,47.0,85,32,0,990,2575,2018,4,4,2
2018-04-05,X,,559,145,408.0,6,7,394,433,992,2018,4,5,3
2018-04-06,X,구름 많음,2933,1189,1549.0,195,31,1752,987,3920,2018,4,6,4
2018-04-07,O,구름 많음,9469,8279,223.0,967,88,181,3272,12741,2018,4,7,5
2018-04-08,O,흐림,9341,7953,220.0,1168,139,0,3342,12683,2018,4,8,6
2018-04-09,X,구름 조금,3844,2904,760.0,180,50,943,1931,5775,2018,4,9,0
2018-04-10,X,구름 많음,3726,3045,531.0,150,66,1184,3510,7236,2018,4,10,1
2018-04-11,X,맑음,2229,1887,288.0,54,68,385,1955,4184,2018,4,11,2
2018-04-12,X,맑음,4025,3094,539.0,392,26,1460,3239,7264,2018,4,12,3
2018-04-13,X,구름 많음,5380,4035,1119.0,226,49,1743,3314,8694,2018,4,13,4
2018-04-14,O,흐림,1075,944,24.0,107,16,40,1022,2097,2018,4,14,5
2018-04-15,O,구름 조금,16642,14214,318.0,2110,145,30,4713,21355,2018,4,15,6
2018-04-16,X,구름 조금,3299,3110,21.0,168,31,376,2181,5480,2018,4,16,0
2018-04-17,X,맑음,2530,2173,32.0,325,26,844,2634,5164,2018,4,17,1
2018-04-18,X,맑음,2826,2083,89.0,654,61,1329,2808,5634,2018,4,18,2
2018-04-19,X,맑음,2455,2150,117.0,188,21,1053,2614,5069,2018,4,19,3
2018-04-20,X,맑음,3459,2759,100.0,600,43,1273,1894,5353,2018,4,20,4
2018-04-21,O,구름 조금,21602,18559,329.0,2714,200,1076,11008,32610,2018,4,21,5
2018-04-22,O,비,5932,5156,56.0,720,81,974,1748,7680,2018,4,22,6
2018-04-23,X,비,61,55,2.0,4,0,0,227,288,2018,4,23,0
2018-04-24,X,구름 많음,1685,1122,25.0,538,44,1538,2655,4340,2018,4,24,1
2018-04-25,X,맑음,4324,2831,545.0,948,70,3560,4309,8633,2018,4,25,2
2018-04-26,X,구름 조금,10774,3347,6138.0,1289,76,10674,5059,15833,2018,4,26,3
2018-04-27,X,맑음,10229,9107,404.0,718,26,9758,4121,14350,2018,4,27,4
2018-04-28,O,맑음,17221,14736,313.0,2172,43,858,5743,22964,2018,4,28,5
2018-04-29,O,구름 조금,22455,19172,313.0,2970,229,681,7319,29774,2018,4,29,6
2018-04-30,X,구름 조금,4035,3387,158.0,490,37,1485,11066,15101,2018,4,30,0
2018-05-01,X,흐림,16617,13436,1974.0,1207,194,2092,5667,22284,2018,5,1,1
2018-05-02,X,비,697,227,338.0,132,14,449,652,1349,2018,5,2,2
2018-05-03,X,흐림,6490,1251,1148.0,4091,24,6124,2613,9103,2018,5,3,3
2018-05-04,X,맑음,8372,3297,4471.0,604,47,5642,3026,11398,2018,5,4,4
2018-05-05,O,맑음,29521,28592,899.0,30,208,65,22789,52310,2018,5,5,5
2018-05-06,O,비,2624,2109,162.0,353,65,125,720,3344,2018,5,6,6
2018-05-07,O,구름 많음,24639,20266,900.0,3473,182,30,8182,32821,2018,5,7,0
2018-05-08,X,,3600,2370,895.0,335,17,1051,2128,5728,2018,5,8,1
2018-05-09,X,,2938,2360,160.0,418,34,1677,2954,5892,2018,5,9,2
2018-05-10,X,,3138,2028,433.0,677,35,2421,3624,6762,2018,5,10,3
2018-05-11,X,구름 많음,6050,2408,2943.0,699,1,5003,3785,9835,2018,5,11,4
2018-05-12,O,비,801,739,11.0,51,32,269,544,1345,2018,5,12,5
2018-05-13,O,구름 조금,17365,14802,484.0,2079,209,503,5766,23131,2018,5,13,6
2018-05-14,X,맑음,2153,1755,219.0,179,24,905,1949,4102,2018,5,14,0
2018-05-15,X,구름 많음,2476,1494,829.0,153,28,1526,2349,4825,2018,5,15,1
2018-05-16,X,비,222,107,37.0,78,7,373,674,896,2018,5,16,2
2018-05-17,X,비,830,211,583.0,36,7,752,479,1309,2018,5,17,3
2018-05-18,X,흐림,4252,813,3092.0,347,19,3607,1240,5492,2018,5,18,4
2018-05-19,O,맑음,24047,20837,380.0,2830,110,396,9608,33655,2018,5,19,5
2018-05-20,O,구름 많음,23579,19838,555.0,3186,341,378,6870,30449,2018,5,20,6
2018-05-21,X,구름 조금,13403,10464,677.0,2262,65,735,5895,19298,2018,5,21,0
2018-05-22,O,흐림,21239,17400,600.0,3239,92,652,7256,28495,2018,5,22,1
2018-05-23,X,맑음,2802,2446,97.0,259,59,1417,3500,6302,2018,5,23,2
2018-05-24,X,맑음,2706,2224,426.0,56,123,1370,3681,6387,2018,5,24,3
2018-05-25,X,구름 많음,5120,2893,1923.0,304,92,2676,3337,8457,2018,5,25,4
2018-05-26,O,맑음,20847,18389,582.0,1876,201,1664,6858,27705,2018,5,26,5
2018-05-27,O,구름 많음,24339,21527,555.0,2257,373,324,7905,32244,2018,5,27,6
2018-05-28,X,구름 조금,23912,11939,10369.0,1604,180,10733,3293,27205,2018,5,28,0
2018-05-29,X,구름 많음,3637,3490,18.0,129,33,1690,5104,8741,2018,5,29,1
2018-05-30,X,구름 많음,4129,3939,134.0,56,79,742,3174,7303,2018,5,30,2
2018-05-31,X,맑음,5134,4562,468.0,104,117,1609,21142,26276,2018,5,31,3
2018-06-01,X,맑음,6257,4046,1997.0,214,106,3118,3712,9969,2018,6,1,4
2018-06-02,O,맑음,20225,18090,368.0,1767,208,431,6116,26341,2018,6,2,5
2018-06-03,O,맑음,20260,18092,384.0,1784,202,93,5548,25808,2018,6,3,6
2018-06-04,X,구름 많음,3232,3079,44.0,109,138,283,2690,5922,2018,6,4,0
2018-06-05,X,구름 조금,4678,3209,1276.0,193,111,2802,4349,9027,2018,6,5,1
2018-06-06,O,맑음,22109,19205,668.0,2236,261,338,7835,29944,2018,6,6,2
2018-06-07,X,구름 조금,3102,2504,512.0,86,56,1315,3069,6171,2018,6,7,3
2018-06-08,X,구름 조금,3315,2902,254.0,159,120,1173,3842,7157,2018,6,8,4
2018-06-09,O,흐림,13365,11826,373.0,1166,116,355,4671,18036,2018,6,9,5
2018-06-10,O,흐림,15026,13255,217.0,1554,171,89,4302,19328,2018,6,10,6
2018-06-11,X,구름 많음,1828,1669,68.0,91,39,449,1798,3626,2018,6,11,0
2018-06-12,X,구름 조금,2997,1920,841.0,236,42,1548,2550,5547,2018,6,12,1
2018-06-13,O,구름 많음,13317,11569,282.0,1466,205,0,4680,17997,2018,6,13,2
2018-06-14,X,비,962,911,13.0,38,33,62,804,1766,2018,6,14,3
2018-06-15,X,구름 조금,2311,1710,424.0,177,38,1053,2051,4362,2018,6,15,4
2018-06-16,O,구름 조금,11555,10154,181.0,1220,38,70,3652,15207,2018,6,16,5
2018-06-17,O,구름 많음,9181,7963,162.0,1056,130,30,3073,12254,2018,6,17,6
2018-06-18,X,맑음,1166,1085,20.0,61,23,192,1266,2432,2018,6,18,0
2018-06-19,X,구름 많음,2110,1078,20.0,1012,60,1222,1671,3781,2018,6,19,1
2018-06-20,X,구름 조금,1514,1297,98.0,119,56,753,1698,3212,2018,6,20,2
2018-06-21,X,맑음,1225,1173,21.0,31,25,455,1668,2893,2018,6,21,3
2018-06-22,X,구름 조금,14422,1950,11576.0,896,49,13462,1600,16022,2018,6,22,4
2018-06-23,O,구름 많음,6410,5704,82.0,624,99,61,2435,8845,2018,6,23,5
2018-06-24,O,맑음,4906,4335,76.0,495,193,30,1647,6553,2018,6,24,6
2018-06-25,X,구름 많음,1180,1116,20.0,44,94,170,1104,2284,2018,6,25,0
2018-06-26,X,비,13560,11753,769.0,1038,5,12927,206,13766,2018,6,26,1
2018-06-27,X,구름 많음,944,872,15.0,57,38,72,1042,1986,2018,6,27,2
2018-06-28,X,구름 많음,764,703,14.0,47,20,254,1205,1969,2018,6,28,3
2018-06-29,X,구름 많음,7072,1013,5884.0,175,30,6067,1028,8100,2018,6,29,4
2018-06-30,O,비,1998,1709,61.0,228,41,30,1606,3604,2018,6,30,5
2018-07-01,O,비,114,98,2.0,14,4,0,297,411,2018,7,1,6
2018-07-02,X,비,105,101,1.0,3,15,0,229,334,2018,7,2,0
2018-07-03,X,구름 많음,826,747,32.0,47,35,73,951,1777,2018,7,3,1
2018-07-04,X,구름 많음,679,620,24.0,35,47,36,889,1568,2018,7,4,2
2018-07-05,X,비,556,494,35.0,27,53,0,727,1283,2018,7,5,3
2018-07-06,X,구름 많음,1221,1072,58.0,91,51,132,1197,2418,2018,7,6,4
2018-07-07,O,구름 많음,8313,7308,165.0,840,68,99,2866,11179,2018,7,7,5
2018-07-08,O,흐림,9309,8061,191.0,1057,106,35,2898,12207,2018,7,8,6
2018-07-09,X,비,183,164,5.0,14,21,0,391,574,2018,7,9,0
2018-07-10,X,흐림,772,659,66.0,47,32,63,842,1614,2018,7,10,1
2018-07-11,X,구름 많음,680,589,36.0,55,35,31,727,1407,2018,7,11,2
2018-07-12,X,구름 조금,1665,1138,38.0,489,42,925,852,2517,2018,7,12,3
2018-07-13,X,구름 많음,664,570,52.0,42,24,84,692,1356,2018,7,13,4
2018-07-14,O,구름 조금,2638,2269,91.0,278,125,0,1280,3918,2018,7,14,5
2018-07-15,O,구름 조금,2003,1692,121.0,190,38,67,1028,3031,2018,7,15,6
2018-07-16,X,맑음,364,330,7.0,27,42,0,488,852,2018,7,16,0
2018-07-17,X,맑음,565,309,226.0,30,40,213,574,1139,2018,7,17,1
2018-07-18,X,맑음,14145,10322,3296.0,527,43,10866,552,14697,2018,7,18,2
2018-07-19,X,맑음,346,275,42.0,29,58,0,553,899,2018,7,19,3
2018-07-20,X,맑음,375,237,100.0,38,25,63,381,756,2018,7,20,4
2018-07-21,O,맑음,747,660,27.0,60,40,32,790,1537,2018,7,21,5
2018-07-22,O,구름 조금,690,597,37.0,56,129,0,538,1228,2018,7,22,6
2018-07-23,X,,295,226,,37,14,0,310,605,2018,7,23,0
2018-07-24,X,,247,168,56.0,23,26,33,269,516,2018,7,24,1
2018-07-25,X,,268,187,59.0,22,12,30,383,651,2018,7,25,2
2018-07-26,X,,340,257,41.0,42,21,0,372,712,2018,7,26,3
2018-07-27,X,구름 많음,1438,220,1181.0,37,52,1157,392,1830,2018,7,27,4
2018-07-28,O,비,703,602,21.0,80,63,70,707,1410,2018,7,28,5
2018-07-29,O,구름 조금,1157,983,46.0,128,79,0,463,1620,2018,7,29,6
2018-07-30,X,구름 많음,581,478,46.0,57,15,0,356,937,2018,7,30,0
2018-07-31,X,구름 조금,507,399,45.0,63,58,0,813,1320,2018,7,31,1
2018-08-01,X,맑음,319,253,30.0,34,13,0,288,607,2018,8,1,2
2018-08-02,X,구름 조금,424,346,39.0,39,64,0,368,792,2018,8,2,3
2018-08-03,X,구름 조금,524,474,22.0,28,113,0,177,701,2018,8,3,4
2018-08-04,O,구름 조금,975,837,35.0,103,137,0,583,1558,2018,8,4,5
2018-08-05,O,구름 많음,1088,930,38.0,120,27,0,602,1690,2018,8,5,6
2018-08-06,X,구름 많음,497,399,29.0,69,37,0,318,815,2018,8,6,0
2018-08-07,X,구름 많음,459,329,48.0,82,54,0,357,816,2018,8,7,1
2018-08-08,X,구름 많음,420,288,67.0,65,33,47,300,720,2018,8,8,2
2018-08-09,X,비,676,329,61.0,286,15,258,396,1072,2018,8,9,3
2018-08-10,X,비,432,315,51.0,66,37,0,293,725,2018,8,10,4
2018-08-11,O,구름 조금,1421,1212,50.0,159,57,0,649,2070,2018,8,11,5
2018-08-12,O,구름 많음,2409,2133,95.0,181,67,710,698,3107,2018,8,12,6
2018-08-13,X,구름 많음,532,385,34.0,113,32,30,333,865,2018,8,13,0
2018-08-14,X,구름 많음,599,283,264.0,52,5,33,344,943,2018,8,14,1
2018-08-15,O,구름 많음,1227,1006,66.0,155,36,0,563,1790,2018,8,15,2
2018-08-16,X,구름 조금,383,292,17.0,74,13,0,372,755,2018,8,16,3
2018-08-17,X,맑음,1149,668,379.0,102,19,361,541,1690,2018,8,17,4
2018-08-18,O,구름 조금,5675,4947,110.0,618,86,31,2181,7856,2018,8,18,5
2018-08-19,O,구름 많음,5613,4939,109.0,565,131,0,1707,7320,2018,8,19,6
2018-08-20,X,구름 많음,794,657,27.0,110,30,0,521,1315,2018,8,20,0
2018-08-21,X,구름 많음,653,537,23.0,93,29,0,532,1185,2018,8,21,1
2018-08-22,X,구름 조금,1020,704,15.0,301,24,432,481,1501,2018,8,22,2
2018-08-23,X,비,227,202,2.0,23,36,0,293,520,2018,8,23,3
2018-08-24,X,비,257,212,11.0,34,23,0,223,480,2018,8,24,4
2018-08-25,O,구름 많음,7588,6644,114.0,830,51,37,2670,10258,2018,8,25,5
2018-08-26,O,비,3683,3161,64.0,458,83,0,1743,5426,2018,8,26,6
2018-08-27,X,비,238,218,5.0,15,22,0,311,549,2018,8,27,0
2018-08-28,X,비,86,75,5.0,6,10,61,558,644,2018,8,28,1
2018-08-29,X,비,3963,3408,215.0,340,20,3713,379,4342,2018,8,29,2
2018-08-30,X,구름 많음,561,518,5.0,38,30,0,505,1066,2018,8,30,3
2018-08-31,X,구름 많음,1251,1114,58.0,79,8,38,1122,2373,2018,8,31,4
2018-09-01,O,구름 조금,10306,8969,132.0,1205,86,31,4876,15182,2018,9,1,5
2018-09-02,O,구름 많음,12283,10619,177.0,1487,61,0,3258,15541,2018,9,2,6
2018-09-03,X,비,183,173,1.0,9,19,51,501,684,2018,9,3,0
2018-09-04,X,구름 조금,1122,1013,16.0,93,21,151,1089,2211,2018,9,4,1
2018-09-05,X,맑음,1716,1308,360.0,48,45,352,1194,2910,2018,9,5,2
2018-09-06,X,구름 많음,1221,1143,10.0,68,27,140,1162,2383,2018,9,6,3
2018-09-07,X,구름 조금,2068,1469,537.0,62,45,825,1402,3470,2018,9,7,4
2018-09-08,O,맑음,17054,14447,190.0,2417,63,965,5049,22103,2018,9,8,5
2018-09-09,O,구름 조금,16753,14333,222.0,2198,150,44,6449,23202,2018,9,9,6
2018-09-10,X,구름 조금,2233,1567,450.0,216,29,662,1096,3329,2018,9,10,0
2018-09-11,X,구름 많음,1636,1443,19.0,174,29,536,1910,3546,2018,9,11,1
2018-09-12,X,구름 조금,1670,1315,5.0,350,24,500,1362,3032,2018,9,12,2
2018-09-13,X,구름 많음,1420,1366,9.0,45,42,321,1762,3182,2018,9,13,3
2018-09-14,X,흐림,1480,1189,108.0,183,49,793,1631,3111,2018,9,14,4
2018-09-15,O,흐림,7084,6047,156.0,881,18,995,3602,10686,2018,9,15,5
2018-09-16,O,흐림,6738,5751,156.0,831,41,121,2310,9048,2018,9,16,6
2018-09-17,X,맑음,1667,1593,11.0,63,38,69,1344,3011,2018,9,17,0
2018-09-18,X,구름 많음,1739,1299,12.0,428,44,654,1571,3310,2018,9,18,1
2018-09-19,X,구름 많음,5846,4747,329.0,770,32,5044,1487,7333,2018,9,19,2
2018-09-20,X,흐림,1175,449,1.0,725,8,1028,521,1696,2018,9,20,3
2018-09-21,X,흐림,327,296,12.0,19,6,30,414,741,2018,9,21,4
2018-09-22,O,맑음,10785,9398,193.0,1194,120,0,3516,14301,2018,9,22,5
2018-09-23,O,구름 많음,10061,8765,201.0,1095,367,0,3004,13065,2018,9,23,6
2018-09-24,O,맑음,15565,13551,413.0,1601,15,32,4096,19661,2018,9,24,0
2018-09-25,O,맑음,23063,19727,475.0,2861,296,0,6495,29558,2018,9,25,1
2018-09-26,O,구름 조금,15663,13346,308.0,2009,109,38,5468,21131,2018,9,26,2
2018-09-27,X,,3363,2444,429.0,490,35,731,1790,5153,2018,9,27,3
2018-09-28,X,,3631,1901,158.0,1572,24,2060,2279,5910,2018,9,28,4
2018-09-29,O,,15592,13378,199.0,2015,170,256,6697,22289,2018,9,29,5
2018-09-30,O,,15058,12985,175.0,1898,83,306,4810,19868,2018,9,30,6
2018-10-01,X,구름 많음,1518,1364,20.0,134,21,593,1689,3207,2018,10,1,0
2018-10-02,X,맑음,2028,1680,138.0,210,27,1321,2835,4863,2018,10,2,1
2018-10-03,O,맑음,20659,17506,245.0,2908,164,138,6790,27449,2018,10,3,2
2018-10-04,X,구름 조금,1860,1614,17.0,229,31,883,2299,4159,2018,10,4,3
2018-10-05,X,비,935,273,444.0,218,6,914,491,1426,2018,10,5,4
2018-10-06,O,비,913,800,24.0,89,14,55,442,1355,2018,10,6,5
2018-10-07,O,구름 조금,16157,13477,301.0,2379,117,66,5903,22060,2018,10,7,6
2018-10-08,X,구름 조금,7914,5534,731.0,1649,53,1062,3697,11611,2018,10,8,0
2018-10-09,O,구름 많음,19382,16005,388.0,2989,30,320,8132,27514,2018,10,9,1
2018-10-10,X,구름 조금,1752,1021,542.0,189,6,1019,1632,3384,2018,10,10,2
2018-10-11,X,구름 조금,2264,1541,229.0,494,27,2031,2807,5071,2018,10,11,3
2018-10-12,X,맑음,4783,1819,2194.0,770,40,3996,3512,8295,2018,10,12,4
2018-10-13,O,맑음,12039,10338,209.0,1492,36,1106,4602,16641,2018,10,13,5
2018-10-14,O,구름 많음,13028,10960,237.0,1831,62,52,4734,17762,2018,10,14,6
2018-10-15,X,맑음,6105,3839,250.0,2016,37,4767,1475,7580,2018,10,15,0
2018-10-16,X,구름 많음,2597,1311,709.0,577,28,1588,2264,4861,2018,10,16,1
2018-10-17,X,맑음,2754,1687,222.0,845,53,1778,3149,5903,2018,10,17,2
2018-10-18,X,비,2686,1799,123.0,764,23,1359,2460,5146,2018,10,18,3
2018-10-19,X,,8266,4349,2925.0,992,14,4282,3119,11385,2018,10,19,4
2018-10-20,O,,16658,14068,305.0,2285,76,2527,5857,22515,2018,10,20,5
2018-10-21,O,,15861,13338,361.0,2162,139,118,5505,21366,2018,10,21,6
2018-10-22,X,,2265,2041,128.0,96,65,331,2190,4455,2018,10,22,0
2018-10-23,X,비,1350,733,214.0,403,2,692,1055,2405,2018,10,23,1
2018-10-24,X,맑음,2693,2077,32.0,584,26,1102,2547,5240,2018,10,24,2
2018-10-25,X,구름 조금,3396,2549,202.0,645,10,1475,3266,6662,2018,10,25,3
2018-10-26,X,비,13684,10467,1122.0,2095,8,13007,602,14286,2018,10,26,4
2018-10-27,O,구름 많음,14941,11443,402.0,3096,107,7691,6620,21561,2018,10,27,5
2018-10-28,O,비,3568,3067,118.0,383,29,0,1348,4916,2018,10,28,6
2018-10-29,X,구름 많음,1550,1405,39.0,106,11,690,1792,3342,2018,10,29,0
2018-10-30,X,구름 조금,1727,1351,27.0,349,3,761,2059,3786,2018,10,30,1
2018-10-31,X,맑음,3799,1303,2282.0,214,48,1041,1931,5730,2018,10,31,2
2018-11-01,X,맑음,1581,1323,60.0,198,31,890,2342,3923,2018,11,1,3
2018-11-02,X,맑음,3208,2486,320.0,402,41,1250,1944,5152,2018,11,2,4
2018-11-03,O,맑음,11573,9817,231.0,1525,152,436,5053,16626,2018,11,3,5
2018-11-04,O,구름 조금,12125,10223,307.0,1595,79,195,3778,15903,2018,11,4,6
2018-11-05,X,구름 조금,1342,1267,12.0,63,18,30,1438,2780,2018,11,5,0
2018-11-06,X,구름 많음,838,689,48.0,101,23,136,1270,2108,2018,11,6,1
2018-11-07,X,흐림,558,495,3.0,60,6,226,763,1321,2018,11,7,2
2018-11-08,X,비,249,106,140.0,3,4,205,327,576,2018,11,8,3
2018-11-09,X,구름 조금,1727,916,525.0,286,32,880,1195,2922,2018,11,9,4
2018-11-10,O,맑음,4053,3376,132.0,545,87,288,2180,6233,2018,11,10,5
2018-11-11,O,비,3750,3061,236.0,453,13,677,1454,5204,2018,11,11,6
2018-11-12,X,맑음,1129,981,15.0,133,27,86,1187,2316,2018,11,12,0
2018-11-13,X,맑음,896,844,9.0,43,10,30,1348,2244,2018,11,13,1
2018-11-14,X,맑음,970,859,75.0,36,14,50,1249,2219,2018,11,14,2
2018-11-15,X,구름 많음,971,758,144.0,69,19,81,940,1911,2018,11,15,3
2018-11-16,X,구름 많음,750,674,44.0,32,11,151,876,1626,2018,11,16,4
2018-11-17,O,구름 많음,4722,4052,117.0,553,51,137,1937,6659,2018,11,17,5
2018-11-18,O,구름 많음,4689,4023,111.0,555,30,0,1715,6404,2018,11,18,6
2018-11-19,X,구름 조금,584,544,14.0,26,15,73,799,1383,2018,11,19,0
