,날짜,요일,공휴일,날씨,어른,청소년,어린이,외국인,단체,총입장객수,연,월,일,매출액
621,2017-12-22,금,X,구름 많음,186,11.0,12,3,1,804,2017,12,22,2090000
622,2017-12-23,토,O,흐림,771,66.0,75,41,43,1910,2017,12,23,9120000
623,2017-12-24,일,O,,114,14.0,16,7,0,403,2017,12,24,1440000
624,2017-12-25,월,O,맑음,1195,188.0,119,29,3,2028,2017,12,25,15020000
625,2017-12-26,화,X,맑음,178,7.0,15,24,0,772,2017,12,26,2000000
626,2017-12-27,수,X,맑음,112,10.0,7,9,0,488,2017,12,27,1290000
627,2017-12-28,목,X,흐림,174,6.0,17,15,0,778,2017,12,28,1970000
628,2017-12-29,금,X,구름 많음,273,30.0,42,39,0,853,2017,12,29,3450000
629,2017-12-30,토,O,눈/비,574,46.0,89,38,0,1520,2017,12,30,7090000
630,2017-12-31,일,O,맑음,1069,57.0,148,50,0,1868,2017,12,31,12740000
631,2018-01-01,월,O,맑음,1380,99.0,209,40,0,2316,2018,1,1,16880000
632,2018-01-02,화,X,구름 조금,344,15.0,44,22,119,988,2018,1,2,4030000
633,2018-01-03,수,X,구름 조금,153,22.0,17,4,0,694,2018,1,3,1920000
634,2018-01-04,목,X,흐림,134,9.0,22,14,1,671,2018,1,4,1650000
635,2018-01-05,금,X,구름 조금,146,12.0,31,8,0,758,2018,1,5,1890000
636,2018-01-06,토,O,맑음,836,32.0,100,25,0,1935,2018,1,6,9680000
637,2018-01-07,일,O,흐림,749,61.0,112,20,0,1881,2018,1,7,9220000
638,2018-01-08,월,X,흐림,150,13.0,30,13,0,634,2018,1,8,1930000
639,2018-01-09,화,X,구름 많음,94,6.0,15,13,0,523,2018,1,9,1150000
640,2018-01-10,수,X,구름 조금,56,7.0,7,6,0,382,2018,1,10,700000
641,2018-01-11,목,X,맑음,34,8.0,1,0,0,312,2018,1,11,430000
642,2018-01-12,금,X,맑음,45,5.0,2,15,0,228,2018,1,12,520000
643,2018-01-13,토,O,맑음,297,18.0,35,3,0,1015,2018,1,13,3500000
644,2018-01-14,일,O,구름 많음,713,32.0,94,2,0,1654,2018,1,14,8390000
645,2018-01-15,월,X,구름 조금,172,31.0,22,14,0,645,2018,1,15,2250000
646,2018-01-16,화,X,눈/비,115,15.0,20,8,0,699,2018,1,16,1500000
647,2018-01-17,수,X,구름 조금,156,23.0,17,15,0,631,2018,1,17,1960000
648,2018-01-18,목,X,구름 많음,311,440.0,238,1,776,1503,2018,1,18,9890000
649,2018-01-19,금,X,맑음,257,28.0,49,17,0,918,2018,1,19,3340000
650,2018-01-20,토,O,구름 조금,941,72.0,125,3,30,2083,2018,1,20,11380000
651,2018-01-21,일,O,구름 많음,1015,61.0,158,18,0,2123,2018,1,21,12340000
652,2018-01-22,월,X,눈/비,210,34.0,67,6,0,852,2018,1,22,3110000
653,2018-01-23,화,X,맑음,48,9.0,10,7,0,363,2018,1,23,670000
654,2018-01-24,수,X,맑음,16,1.0,1,0,0,128,2018,1,24,180000
655,2018-01-25,목,X,맑음,23,0.0,0,1,0,162,2018,1,25,230000
656,2018-01-26,금,X,맑음,31,13.0,6,0,0,222,2018,1,26,500000
657,2018-01-27,토,O,구름 조금,202,30.0,15,11,0,655,2018,1,27,2470000
658,2018-01-28,일,O,구름 조금,371,31.0,55,15,0,962,2018,1,28,4570000
659,2018-01-29,월,X,맑음,74,7.0,6,6,0,409,2018,1,29,870000
660,2018-01-30,화,X,구름 많음,92,9100.0,11,2,9097,9660,2018,1,30,92030000
661,2018-01-31,수,X,구름 많음,131,11.0,9,12,0,585,2018,1,31,1510000
662,2018-02-01,목,X,맑음,157,19.0,18,5,0,679,2018,2,1,1940000
663,2018-02-02,금,X,구름 많음,127,14.0,11,11,0,704,2018,2,2,1520000
664,2018-02-03,토,O,구름 조금,340,27.0,48,10,0,1049,2018,2,3,4150000
665,2018-02-04,일,O,맑음,238,15.0,28,1,1,790,2018,2,4,2810000
666,2018-02-05,월,X,맑음,59,5.0,2,14,0,348,2018,2,5,660000
667,2018-02-06,화,X,구름 조금,55,2.0,3,13,0,369,2018,2,6,600000
668,2018-02-07,수,X,구름 많음,58,14.0,6,4,0,418,2018,2,7,780000
669,2018-02-08,목,X,맑음,131,25.0,21,2,1,724,2018,2,8,1770000
670,2018-02-09,금,X,,141,18.0,13,3,0,657,2018,2,9,1720000
671,2018-02-10,토,O,,756,40.0,111,17,0,1861,2018,2,10,9070000
672,2018-02-11,일,O,눈/비,446,29.0,69,6,4,1159,2018,2,11,5440000
673,2018-02-12,월,X,구름 많음,84,20.0,16,18,0,499,2018,2,12,1200000
674,2018-02-13,화,X,맑음,166,19.0,10,19,0,725,2018,2,13,1950000
675,2018-02-14,수,X,,279,43.0,32,19,0,810,2018,2,14,3540000
676,2018-02-15,목,O,구름 조금,1023,37.0,133,64,0,1765,2018,2,15,11930000
677,2018-02-16,금,O,맑음,2013,71.0,247,246,0,3007,2018,2,16,23310000
678,2018-02-17,토,O,맑음,2229,101.0,287,71,0,3590,2018,2,17,26170000
679,2018-02-18,일,O,구름 많음,1822,70.0,219,88,0,3370,2018,2,18,21110000
680,2018-02-19,월,X,구름 많음,620,51.0,96,29,0,1558,2018,2,19,7670000
681,2018-02-20,화,X,구름 조금,420,60.0,81,6,0,1243,2018,2,20,5610000
682,2018-02-21,수,X,구름 조금,362,41.0,62,3,0,1169,2018,2,21,4650000
683,2018-02-22,목,X,구름 많음,424,58.0,80,17,0,1348,2018,2,22,5620000
684,2018-02-23,금,X,구름 조금,352,53.0,85,9,0,1079,2018,2,23,4900000
685,2018-02-24,토,O,구름 많음,1810,65.0,250,33,36,3362,2018,2,24,21250000
686,2018-02-25,일,O,맑음,3856,123.0,538,34,0,6139,2018,2,25,45170000
687,2018-02-26,월,X,구름 조금,1081,97.0,239,17,0,2252,2018,2,26,14170000
688,2018-02-27,화,X,흐림,543,89.0,137,11,0,1517,2018,2,27,7690000
689,2018-02-28,수,X,눈/비,123,8.0,37,6,0,626,2018,2,28,1680000
690,2018-03-01,목,O,맑음,1948,112.0,260,24,75,3290,2018,3,1,23200000
691,2018-03-02,금,X,맑음,649,8.0,55,25,0,1500,2018,3,2,7120000
692,2018-03-03,토,O,구름 많음,9307,224.0,1180,58,30,14540,2018,3,3,107110000
693,2018-03-04,일,O,흐림,1926,78.0,264,52,0,3619,2018,3,4,22680000
694,2018-03-05,월,X,구름 조금,536,2.0,8,2,0,1049,2018,3,5,5460000
695,2018-03-06,화,X,구름 조금,722,5.0,12,27,0,1751,2018,3,6,7390000
696,2018-03-07,수,X,구름 많음,564,4.0,15,20,0,1434,2018,3,7,5830000
697,2018-03-08,목,X,흐림,135,2.0,2,8,0,604,2018,3,8,1390000
698,2018-03-09,금,X,구름 조금,472,5.0,18,31,30,1366,2018,3,9,4950000
699,2018-03-10,토,O,구름 조금,6454,137.0,922,79,0,10723,2018,3,10,75130000
700,2018-03-11,일,O,구름 조금,9619,231.0,1385,13,0,14512,2018,3,11,112350000
701,2018-03-12,월,X,맑음,805,4.0,9,32,0,1555,2018,3,12,8180000
702,2018-03-13,화,X,구름 조금,845,5.0,39,39,34,1819,2018,3,13,8890000
703,2018-03-14,수,X,구름 조금,1775,43.0,54,22,30,3032,2018,3,14,18720000
704,2018-03-15,목,X,눈/비,76,0.0,6,3,0,390,2018,3,15,820000
705,2018-03-16,금,X,맑음,1073,13.0,32,42,0,2101,2018,3,16,11180000
706,2018-03-17,토,O,구름 많음,14635,256.0,2153,44,87,21711,2018,3,17,170440000
707,2018-03-18,일,O,흐림,6882,192.0,1182,67,0,11340,2018,3,18,82560000
708,2018-03-19,월,X,구름 조금,282,1.0,12,9,0,785,2018,3,19,2950000
709,2018-03-20,화,X,구름 많음,346,9.0,22,30,0,1228,2018,3,20,3770000
710,2018-03-21,수,X,눈/비,353,828.0,492,4,0,2184,2018,3,21,16730000
711,2018-03-22,목,X,맑음,580,13.0,10,44,41,1559,2018,3,22,6030000
712,2018-03-23,금,X,구름 조금,901,49.0,52,18,68,1922,2018,3,23,10020000
713,2018-03-24,토,O,구름 조금,5428,174.0,762,59,94,8418,2018,3,24,63640000
714,2018-03-25,일,O,맑음,4723,216.0,637,114,0,7334,2018,3,25,55760000
715,2018-03-26,월,X,맑음,576,15.0,30,26,0,1227,2018,3,26,6210000
716,2018-03-27,화,X,구름 조금,497,21.0,42,26,0,1297,2018,3,27,5600000
717,2018-03-28,수,X,구름 조금,838,82.0,44,18,69,1830,2018,3,28,9640000
718,2018-03-29,목,X,구름 조금,671,18.0,36,41,69,1588,2018,3,29,7250000
719,2018-03-30,금,X,맑음,1685,621.0,89,60,618,3670,2018,3,30,23950000
720,2018-03-31,토,O,구름 조금,15235,257.0,2402,101,298,24609,2018,3,31,178940000
721,2018-04-01,일,O,흐림,9247,197.0,1455,156,36,15121,2018,4,1,108990000
722,2018-04-02,월,X,,1697,13.0,108,12,30,2785,2018,4,2,18180000
723,2018-04-03,화,X,,1861,103.0,176,67,271,3689,2018,4,3,21400000
724,2018-04-04,수,X,,1453,47.0,85,32,0,2575,2018,4,4,15850000
725,2018-04-05,목,X,,145,408.0,6,7,394,992,2018,4,5,5590000
726,2018-04-06,금,X,구름 많음,1189,1549.0,195,31,1752,3920,2018,4,6,29330000
727,2018-04-07,토,O,구름 많음,8279,223.0,967,88,181,12741,2018,4,7,94690000
728,2018-04-08,일,O,흐림,7953,220.0,1168,139,0,12683,2018,4,8,93410000
729,2018-04-09,월,X,구름 조금,2904,760.0,180,50,943,5775,2018,4,9,38440000
730,2018-04-10,화,X,구름 많음,3045,531.0,150,66,1184,7236,2018,4,10,37260000
731,2018-04-11,수,X,맑음,1887,288.0,54,68,385,4184,2018,4,11,22290000
732,2018-04-12,목,X,맑음,3094,539.0,392,26,1460,7264,2018,4,12,40250000
733,2018-04-13,금,X,구름 많음,4035,1119.0,226,49,1743,8694,2018,4,13,53800000
734,2018-04-14,토,O,흐림,944,24.0,107,16,40,2097,2018,4,14,10750000
735,2018-04-15,일,O,구름 조금,14214,318.0,2110,145,30,21355,2018,4,15,166420000
736,2018-04-16,월,X,구름 조금,3110,21.0,168,31,376,5480,2018,4,16,32990000
737,2018-04-17,화,X,맑음,2173,32.0,325,26,844,5164,2018,4,17,25300000
738,2018-04-18,수,X,맑음,2083,89.0,654,61,1329,5634,2018,4,18,28260000
739,2018-04-19,목,X,맑음,2150,117.0,188,21,1053,5069,2018,4,19,24550000
740,2018-04-20,금,X,맑음,2759,100.0,600,43,1273,5353,2018,4,20,34590000
741,2018-04-21,토,O,구름 조금,18559,329.0,2714,200,1076,32610,2018,4,21,216020000
742,2018-04-22,일,O,눈/비,5156,56.0,720,81,974,7680,2018,4,22,59320000
743,2018-04-23,월,X,눈/비,55,2.0,4,0,0,288,2018,4,23,610000
744,2018-04-24,화,X,구름 많음,1122,25.0,538,44,1538,4340,2018,4,24,16850000
745,2018-04-25,수,X,맑음,2831,545.0,948,70,3560,8633,2018,4,25,43240000
746,2018-04-26,목,X,구름 조금,3347,6138.0,1289,76,10674,15833,2018,4,26,107740000
747,2018-04-27,금,X,맑음,9107,404.0,718,26,9758,14350,2018,4,27,102290000
748,2018-04-28,토,O,맑음,14736,313.0,2172,43,858,22964,2018,4,28,172210000
749,2018-04-29,일,O,구름 조금,19172,313.0,2970,229,681,29774,2018,4,29,224550000
750,2018-04-30,월,X,구름 조금,3387,158.0,490,37,1485,15101,2018,4,30,40350000
751,2018-05-01,화,X,흐림,13436,1974.0,1207,194,2092,22284,2018,5,1,166170000
752,2018-05-02,수,X,눈/비,227,338.0,132,14,449,1349,2018,5,2,6970000
753,2018-05-03,목,X,흐림,1251,1148.0,4091,24,6124,9103,2018,5,3,64900000
754,2018-05-04,금,X,맑음,3297,4471.0,604,47,5642,11398,2018,5,4,83720000
755,2018-05-05,토,O,맑음,28592,899.0,30,208,65,52310,2018,5,5,295210000
756,2018-05-06,일,O,눈/비,2109,162.0,353,65,125,3344,2018,5,6,26240000
757,2018-05-07,월,O,구름 많음,20266,900.0,3473,182,30,32821,2018,5,7,246390000
758,2018-05-08,화,X,,2370,895.0,335,17,1051,5728,2018,5,8,36000000
759,2018-05-09,수,X,,2360,160.0,418,34,1677,5892,2018,5,9,29380000
760,2018-05-10,목,X,,2028,433.0,677,35,2421,6762,2018,5,10,31380000
761,2018-05-11,금,X,구름 많음,2408,2943.0,699,1,5003,9835,2018,5,11,60500000
762,2018-05-12,토,O,눈/비,739,11.0,51,32,269,1345,2018,5,12,8010000
763,2018-05-13,일,O,구름 조금,14802,484.0,2079,209,503,23131,2018,5,13,173650000
764,2018-05-14,월,X,맑음,1755,219.0,179,24,905,4102,2018,5,14,21530000
765,2018-05-15,화,X,구름 많음,1494,829.0,153,28,1526,4825,2018,5,15,24760000
766,2018-05-16,수,X,눈/비,107,37.0,78,7,373,896,2018,5,16,2220000
767,2018-05-17,목,X,눈/비,211,583.0,36,7,752,1309,2018,5,17,8300000
768,2018-05-18,금,X,흐림,813,3092.0,347,19,3607,5492,2018,5,18,42520000
769,2018-05-19,토,O,맑음,20837,380.0,2830,110,396,33655,2018,5,19,240470000
770,2018-05-20,일,O,구름 많음,19838,555.0,3186,341,378,30449,2018,5,20,235790000
771,2018-05-21,월,X,구름 조금,10464,677.0,2262,65,735,19298,2018,5,21,134030000
772,2018-05-22,화,O,흐림,17400,600.0,3239,92,652,28495,2018,5,22,212390000
773,2018-05-23,수,X,맑음,2446,97.0,259,59,1417,6302,2018,5,23,28020000
774,2018-05-24,목,X,맑음,2224,426.0,56,123,1370,6387,2018,5,24,27060000
775,2018-05-25,금,X,구름 많음,2893,1923.0,304,92,2676,8457,2018,5,25,51200000
776,2018-05-26,토,O,맑음,18389,582.0,1876,201,1664,27705,2018,5,26,208470000
777,2018-05-27,일,O,구름 많음,21527,555.0,2257,373,324,32244,2018,5,27,243390000
778,2018-05-28,월,X,구름 조금,11939,10369.0,1604,180,10733,27205,2018,5,28,239120000
779,2018-05-29,화,X,구름 많음,3490,18.0,129,33,1690,8741,2018,5,29,36370000
780,2018-05-30,수,X,구름 많음,3939,134.0,56,79,742,7303,2018,5,30,41290000
781,2018-05-31,목,X,맑음,4562,468.0,104,117,1609,26276,2018,5,31,51340000
782,2018-06-01,금,X,맑음,4046,1997.0,214,106,3118,9969,2018,6,1,62570000
783,2018-06-02,토,O,맑음,18090,368.0,1767,208,431,26341,2018,6,2,202250000
784,2018-06-03,일,O,맑음,18092,384.0,1784,202,93,25808,2018,6,3,202600000
785,2018-06-04,월,X,구름 많음,3079,44.0,109,138,283,5922,2018,6,4,32320000
786,2018-06-05,화,X,구름 조금,3209,1276.0,193,111,2802,9027,2018,6,5,46780000
787,2018-06-06,수,O,맑음,19205,668.0,2236,261,338,29944,2018,6,6,221090000
788,2018-06-07,목,X,구름 조금,2504,512.0,86,56,1315,6171,2018,6,7,31020000
789,2018-06-08,금,X,구름 조금,2902,254.0,159,120,1173,7157,2018,6,8,33150000
790,2018-06-09,토,O,흐림,11826,373.0,1166,116,355,18036,2018,6,9,133650000
791,2018-06-10,일,O,흐림,13255,217.0,1554,171,89,19328,2018,6,10,150260000
792,2018-06-11,월,X,구름 많음,1669,68.0,91,39,449,3626,2018,6,11,18280000
793,2018-06-12,화,X,구름 조금,1920,841.0,236,42,1548,5547,2018,6,12,29970000
794,2018-06-13,수,O,구름 많음,11569,282.0,1466,205,0,17997,2018,6,13,133170000
795,2018-06-14,목,X,눈/비,911,13.0,38,33,62,1766,2018,6,14,9620000
796,2018-06-15,금,X,구름 조금,1710,424.0,177,38,1053,4362,2018,6,15,23110000
797,2018-06-16,토,O,구름 조금,10154,181.0,1220,38,70,15207,2018,6,16,115550000
798,2018-06-17,일,O,구름 많음,7963,162.0,1056,130,30,12254,2018,6,17,91810000
799,2018-06-18,월,X,맑음,1085,20.0,61,23,192,2432,2018,6,18,11660000
800,2018-06-19,화,X,구름 많음,1078,20.0,1012,60,1222,3781,2018,6,19,21100000
801,2018-06-20,수,X,구름 조금,1297,98.0,119,56,753,3212,2018,6,20,15140000
802,2018-06-21,목,X,맑음,1173,21.0,31,25,455,2893,2018,6,21,12250000
803,2018-06-22,금,X,구름 조금,1950,11576.0,896,49,13462,16022,2018,6,22,144220000
804,2018-06-23,토,O,구름 많음,5704,82.0,624,99,61,8845,2018,6,23,64100000
805,2018-06-24,일,O,맑음,4335,76.0,495,193,30,6553,2018,6,24,49060000
806,2018-06-25,월,X,구름 많음,1116,20.0,44,94,170,2284,2018,6,25,11800000
807,2018-06-26,화,X,눈/비,11753,769.0,1038,5,12927,13766,2018,6,26,135600000
808,2018-06-27,수,X,구름 많음,872,15.0,57,38,72,1986,2018,6,27,9440000
809,2018-06-28,목,X,구름 많음,703,14.0,47,20,254,1969,2018,6,28,7640000
810,2018-06-29,금,X,구름 많음,1013,5884.0,175,30,6067,8100,2018,6,29,70720000
811,2018-06-30,토,O,눈/비,1709,61.0,228,41,30,3604,2018,6,30,19980000
812,2018-07-01,일,O,눈/비,98,2.0,14,4,0,411,2018,7,1,1140000
813,2018-07-02,월,X,눈/비,101,1.0,3,15,0,334,2018,7,2,1050000
814,2018-07-03,화,X,구름 많음,747,32.0,47,35,73,1777,2018,7,3,8260000
815,2018-07-04,수,X,구름 많음,620,24.0,35,47,36,1568,2018,7,4,6790000
816,2018-07-05,목,X,,494,35.0,27,53,0,1283,2018,7,5,5560000
817,2018-07-06,금,X,구름 많음,1072,58.0,91,51,132,2418,2018,7,6,12210000
818,2018-07-07,토,O,구름 많음,7308,165.0,840,68,99,11179,2018,7,7,83130000
819,2018-07-08,일,O,흐림,8061,191.0,1057,106,35,12207,2018,7,8,93090000
820,2018-07-09,월,X,눈/비,164,5.0,14,21,0,574,2018,7,9,1830000
821,2018-07-10,화,X,흐림,659,66.0,47,32,63,1614,2018,7,10,7720000
822,2018-07-11,수,X,구름 많음,589,36.0,55,35,31,1407,2018,7,11,6800000
823,2018-07-12,목,X,구름 조금,1138,38.0,489,42,925,2517,2018,7,12,16650000
824,2018-07-13,금,X,구름 많음,570,52.0,42,24,84,1356,2018,7,13,6640000
825,2018-07-14,토,O,구름 조금,2269,91.0,278,125,0,3918,2018,7,14,26380000
826,2018-07-15,일,O,구름 조금,1692,121.0,190,38,67,3031,2018,7,15,20030000
827,2018-07-16,월,X,맑음,330,7.0,27,42,0,852,2018,7,16,3640000
828,2018-07-17,화,X,맑음,309,226.0,30,40,213,1139,2018,7,17,5650000
829,2018-07-18,수,X,맑음,10322,3296.0,527,43,10866,14697,2018,7,18,141450000
830,2018-07-19,목,X,맑음,275,42.0,29,58,0,899,2018,7,19,3460000
831,2018-07-20,금,X,맑음,237,100.0,38,25,63,756,2018,7,20,3750000
832,2018-07-21,토,O,맑음,660,27.0,60,40,32,1537,2018,7,21,7470000
833,2018-07-22,일,O,구름 조금,597,37.0,56,129,0,1228,2018,7,22,6900000
834,2018-07-23,월,X,,226,463.0,37,14,0,605,2018,7,23,2950000
835,2018-07-24,화,X,,168,56.0,23,26,33,516,2018,7,24,2470000
836,2018-07-25,수,X,,187,59.0,22,12,30,651,2018,7,25,2680000
837,2018-07-26,목,X,,257,41.0,42,21,0,712,2018,7,26,3400000
838,2018-07-27,금,X,구름 많음,220,1181.0,37,52,1157,1830,2018,7,27,14380000
839,2018-07-28,토,O,눈/비,602,21.0,80,63,70,1410,2018,7,28,7030000
840,2018-07-29,일,O,구름 조금,983,46.0,128,79,0,1620,2018,7,29,11570000
841,2018-07-30,월,X,구름 많음,478,46.0,57,15,0,937,2018,7,30,5810000
842,2018-07-31,화,X,구름 조금,399,45.0,63,58,0,1320,2018,7,31,5070000
843,2018-08-01,수,X,맑음,253,30.0,34,13,0,607,2018,8,1,3190000
844,2018-08-02,목,X,구름 조금,346,39.0,39,64,0,792,2018,8,2,4240000
845,2018-08-03,금,X,구름 조금,474,22.0,28,113,0,701,2018,8,3,5240000
846,2018-08-04,토,O,구름 조금,837,35.0,103,137,0,1558,2018,8,4,9750000
847,2018-08-05,일,O,구름 많음,930,38.0,120,27,0,1690,2018,8,5,10880000
848,2018-08-06,월,X,구름 많음,399,29.0,69,37,0,815,2018,8,6,4970000
849,2018-08-07,화,X,구름 많음,329,48.0,82,54,0,816,2018,8,7,4590000
850,2018-08-08,수,X,구름 많음,288,67.0,65,33,47,720,2018,8,8,4200000
851,2018-08-09,목,X,눈/비,329,61.0,286,15,258,1072,2018,8,9,6760000
852,2018-08-10,금,X,눈/비,315,51.0,66,37,0,725,2018,8,10,4320000
853,2018-08-11,토,O,구름 조금,1212,50.0,159,57,0,2070,2018,8,11,14210000
854,2018-08-12,일,O,구름 많음,2133,95.0,181,67,710,3107,2018,8,12,24090000
855,2018-08-13,월,X,구름 많음,385,34.0,113,32,30,865,2018,8,13,5320000
856,2018-08-14,화,X,구름 많음,283,264.0,52,5,33,943,2018,8,14,5990000
857,2018-08-15,수,O,구름 많음,1006,66.0,155,36,0,1790,2018,8,15,12270000
858,2018-08-16,목,X,구름 조금,292,17.0,74,13,0,755,2018,8,16,3830000
859,2018-08-17,금,X,맑음,668,379.0,102,19,361,1690,2018,8,17,11490000
860,2018-08-18,토,O,구름 조금,4947,110.0,618,86,31,7856,2018,8,18,56750000
861,2018-08-19,일,O,구름 많음,4939,109.0,565,131,0,7320,2018,8,19,56130000
862,2018-08-20,월,X,구름 많음,657,27.0,110,30,0,1315,2018,8,20,7940000
863,2018-08-21,화,X,구름 많음,537,23.0,93,29,0,1185,2018,8,21,6530000
864,2018-08-22,수,X,구름 조금,704,15.0,301,24,432,1501,2018,8,22,10200000
865,2018-08-23,목,X,눈/비,202,2.0,23,36,0,520,2018,8,23,2270000
866,2018-08-24,금,X,눈/비,212,11.0,34,23,0,480,2018,8,24,2570000
867,2018-08-25,토,O,구름 많음,6644,114.0,830,51,37,10258,2018,8,25,75880000
868,2018-08-26,일,O,눈/비,3161,64.0,458,83,0,5426,2018,8,26,36830000
869,2018-08-27,월,X,눈/비,218,5.0,15,22,0,549,2018,8,27,2380000
870,2018-08-28,화,X,눈/비,75,5.0,6,10,61,644,2018,8,28,860000
871,2018-08-29,수,X,눈/비,3408,215.0,340,20,3713,4342,2018,8,29,39630000
872,2018-08-30,목,X,구름 많음,518,5.0,38,30,0,1066,2018,8,30,5610000
873,2018-08-31,금,X,구름 많음,1114,58.0,79,8,38,2373,2018,8,31,12510000
874,2018-09-01,토,O,구름 조금,8969,132.0,1205,86,31,15182,2018,9,1,103060000
875,2018-09-02,일,O,구름 많음,10619,177.0,1487,61,0,15541,2018,9,2,122830000
876,2018-09-03,월,X,눈/비,173,1.0,9,19,51,684,2018,9,3,1830000
877,2018-09-04,화,X,구름 조금,1013,16.0,93,21,151,2211,2018,9,4,11220000
878,2018-09-05,수,X,맑음,1308,360.0,48,45,352,2910,2018,9,5,17160000
879,2018-09-06,목,X,구름 많음,1143,10.0,68,27,140,2383,2018,9,6,12210000
880,2018-09-07,금,X,구름 조금,1469,537.0,62,45,825,3470,2018,9,7,20680000
881,2018-09-08,토,O,맑음,14447,190.0,2417,63,965,22103,2018,9,8,170540000
882,2018-09-09,일,O,구름 조금,14333,222.0,2198,150,44,23202,2018,9,9,167530000
883,2018-09-10,월,X,구름 조금,1567,450.0,216,29,662,3329,2018,9,10,22330000
884,2018-09-11,화,X,구름 많음,1443,19.0,174,29,536,3546,2018,9,11,16360000
885,2018-09-12,수,X,구름 조금,1315,5.0,350,24,500,3032,2018,9,12,16700000
886,2018-09-13,목,X,구름 많음,1366,9.0,45,42,321,3182,2018,9,13,14200000
887,2018-09-14,금,X,흐림,1189,108.0,183,49,793,3111,2018,9,14,14800000
888,2018-09-15,토,O,흐림,6047,156.0,881,18,995,10686,2018,9,15,70840000
889,2018-09-16,일,O,흐림,5751,156.0,831,41,121,9048,2018,9,16,67380000
890,2018-09-17,월,X,맑음,1593,11.0,63,38,69,3011,2018,9,17,16670000
891,2018-09-18,화,X,구름 많음,1299,12.0,428,44,654,3310,2018,9,18,17390000
892,2018-09-19,수,X,구름 많음,4747,329.0,770,32,5044,7333,2018,9,19,58460000
893,2018-09-20,목,X,흐림,449,1.0,725,8,1028,1696,2018,9,20,11750000
894,2018-09-21,금,X,흐림,296,12.0,19,6,30,741,2018,9,21,3270000
895,2018-09-22,토,O,맑음,9398,193.0,1194,120,0,14301,2018,9,22,107850000
896,2018-09-23,일,O,구름 많음,8765,201.0,1095,367,0,13065,2018,9,23,100610000
897,2018-09-24,월,O,맑음,13551,413.0,1601,15,32,19661,2018,9,24,155650000
898,2018-09-25,화,O,맑음,19727,475.0,2861,296,0,29558,2018,9,25,230630000
899,2018-09-26,수,O,구름 조금,13346,308.0,2009,109,38,21131,2018,9,26,156630000
900,2018-09-27,목,X,,2444,429.0,490,35,731,5153,2018,9,27,33630000
901,2018-09-28,금,X,,1901,158.0,1572,24,2060,5910,2018,9,28,36310000
902,2018-09-29,토,O,,13378,199.0,2015,170,256,22289,2018,9,29,155920000
903,2018-09-30,일,O,,12985,175.0,1898,83,306,19868,2018,9,30,150580000
904,2018-10-01,월,X,구름 많음,1364,20.0,134,21,593,3207,2018,10,1,15180000
905,2018-10-02,화,X,맑음,1680,138.0,210,27,1321,4863,2018,10,2,20280000
906,2018-10-03,수,O,맑음,17506,245.0,2908,164,138,27449,2018,10,3,206590000
907,2018-10-04,목,X,구름 조금,1614,17.0,229,31,883,4159,2018,10,4,18600000
908,2018-10-05,금,X,눈/비,273,444.0,218,6,914,1426,2018,10,5,9350000
909,2018-10-06,토,O,눈/비,800,24.0,89,14,55,1355,2018,10,6,9130000
910,2018-10-07,일,O,구름 조금,13477,301.0,2379,117,66,22060,2018,10,7,161570000
911,2018-10-08,월,X,구름 조금,5534,731.0,1649,53,1062,11611,2018,10,8,79140000
912,2018-10-09,화,O,구름 많음,16005,388.0,2989,30,320,27514,2018,10,9,193820000
913,2018-10-10,수,X,구름 조금,1021,542.0,189,6,1019,3384,2018,10,10,17520000
914,2018-10-11,목,X,구름 조금,1541,229.0,494,27,2031,5071,2018,10,11,22640000
915,2018-10-12,금,X,맑음,1819,2194.0,770,40,3996,8295,2018,10,12,47830000
916,2018-10-13,토,O,맑음,10338,209.0,1492,36,1106,16641,2018,10,13,120390000
917,2018-10-14,일,O,구름 많음,10960,237.0,1831,62,52,17762,2018,10,14,130280000
918,2018-10-15,월,X,맑음,3839,250.0,2016,37,4767,7580,2018,10,15,61050000
919,2018-10-16,화,X,구름 많음,1311,709.0,577,28,1588,4861,2018,10,16,25970000
920,2018-10-17,수,X,맑음,1687,222.0,845,53,1778,5903,2018,10,17,27540000
921,2018-10-18,목,X,눈/비,1799,123.0,764,23,1359,5146,2018,10,18,26860000
922,2018-10-19,금,X,,4349,2925.0,992,14,4282,11385,2018,10,19,82660000
923,2018-10-20,토,O,,14068,305.0,2285,76,2527,22515,2018,10,20,166580000
924,2018-10-21,일,O,,13338,361.0,2162,139,118,21366,2018,10,21,158610000
925,2018-10-22,월,X,,2041,128.0,96,65,331,4455,2018,10,22,22650000
926,2018-10-23,화,X,눈/비,733,214.0,403,2,692,2405,2018,10,23,13500000
927,2018-10-24,수,X,맑음,2077,32.0,584,26,1102,5240,2018,10,24,26930000
928,2018-10-25,목,X,구름 조금,2549,202.0,645,10,1475,6662,2018,10,25,33960000
929,2018-10-26,금,X,눈/비,10467,1122.0,2095,8,13007,14286,2018,10,26,136840000
930,2018-10-27,토,O,구름 많음,11443,402.0,3096,107,7691,21561,2018,10,27,149410000
931,2018-10-28,일,O,눈/비,3067,118.0,383,29,0,4916,2018,10,28,35680000
932,2018-10-29,월,X,구름 많음,1405,39.0,106,11,690,3342,2018,10,29,15500000
